Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Raw Cost (Millions of $),CO2 Emissions (Million Metric Tons),Cost ($/MWh),Heat_Rate (Btu/kWh),efficiency%,Emission_Factor_CO2,CO2_Intensity_kg_per_MWh,CtoE_Ratio
2021,GA,PET,petroleum,0.0,179.03062,2.1,5.76659,15.0,63.6,83.78455037467893,32210.07668967465,10.59295832441703,73,355246.49358863867,0.0002358490566037736
2021,VT,NG,natural gas,0.0,2.05353,0.0,0.11918,0.0,0.7,0.0,58036.64908718159,5.879043765732505,53,340876.4420290914,0.0
2021,ND,COW,all coal products,10.08,24402.79083,0.73,282.00484,445.0,34.7,18.235619159302527,11556.253625438298,29.52513946638647,95,1421.9685052310058,0.01282420749279539
2021,MT,WNT,onshore wind turbine,0.0,3472.646,0.0,30.71208,,,24.666666666666668,8843.999647531018,38.57982966962837,0,,0.0
2021,MT,PET,petroleum,0.0,450.73117,0.0,7.68324,27.9,12.1,61.89942443962772,17046.169671380834,20.016226904795374,73,26845.270097472956,0.002305785123966942
2021,WI,TSN,estimated total solar,,548.85439,,,,,32.756,,,0,,0.0
2021,IL,TSN,estimated total solar,,1437.89435,,,,,37.938,,,0,,0.0
2021,VA,PET,petroleum,0.0,340.78521,0.21,5.32958,41.7,54.9,122.36446528885452,15639.117671802716,21.817087585138044,73,161098.54063208905,0.0007595628415300546
2021,AR,TSN,estimated total solar,,631.05632,,,,,29.088,,,0,,0.0
2021,OH,COW,all coal products,9.08,45662.04797,3.63,471.03513,782.1,54.8,17.128009687910634,10315.68120443197,33.07585735136995,95,1200.1213794879204,0.01427189781021898
2021,MT,NG,natural gas,0.0,528.30489,0.0,6.48387,19.6,4.5,37.09978910094888,12272.969875406605,27.800931923064464,53,8517.808722156631,0.004355555555555555
2021,AR,PET,petroleum,0.0,55.53197,0.0,0.57209,8.6,22.3,154.86574670410576,10301.993608366496,33.11980311489451,73,401570.48273273936,0.00038565022421524665
2021,NM,WNT,onshore wind turbine,0.0,10580.735,0.0,93.57601,,,23.333333333333336,8843.9990227522,38.57983239507647,0,,0.0
2021,NY,WNT,onshore wind turbine,0.0,4156.369,0.0,36.75893,,,,8844.000616884594,38.57982544105609,0,,0.0
2021,NY,PET,petroleum,0.0,687.76229,0.45,8.07083,87.1,85.4,126.64259332973896,11734.91207259997,29.07563328034415,73,124170.80907416427,0.0010199063231850116
2021,UT,WNT,onshore wind turbine,0.0,825.229,0.0,7.29833,,,29.666666666666668,8844.005724471632,38.57980316044903,0,,0.0
2021,MD,TSN,estimated total solar,,1656.96908,,,,,43.12,,,0,,0.0
2021,VA,NG,natural gas,0.0,53611.27362,0.0,429.55955,1573.4,36.8,29.348304820220388,8012.4854530549765,42.58354065028702,53,686.4227897445725,0.042755434782608695
2021,VA,COW,all coal products,16.48,3248.47335,1.42,36.78741,75.9,6.5,23.364821509155984,11324.522640766008,30.12930529819848,95,2000.9399184389183,0.011676923076923076
2021,MI,PET,petroleum,0.3,1149.52181,5.53,19.70936,39.2,55.9,34.101136367303894,17145.70339470114,19.900029304452303,73,48628.916401333874,0.000701252236135957
2021,MI,NUC,nuclear,0.0,34338.319,0.0,358.11821,199.2,,5.8010993490974325,10429.113026761735,32.7161091383764,0,,0.0
2021,NY,NUC,nuclear,0.0,31176.583,0.0,325.14411,208.3,,6.68129666423033,10429.113094273353,32.71610892659258,0,,0.0
2021,OH,WNT,onshore wind turbine,0.0,2586.756,0.0,22.87727,,,18.0,8843.999975258586,38.579828239995415,0,,0.0
2021,OH,TSN,estimated total solar,,950.19508,,,,,43.12,,,0,,0.0
2021,OH,NUC,nuclear,0.0,17483.009,0.0,182.33228,121.1,,6.926725256504758,10429.113203568104,32.71610858373515,0,,0.0
2021,ME,PET,petroleum,0.0,31.60518,1.5,0.95393,8.3,11.2,262.6151789042176,30182.710555674734,11.304485041879383,73,354372.2896056912,0.0007410714285714286
2021,ME,COW,all coal products,7.97,49.99624,0.79,1.5875,6.3,0.2,126.00947591258864,31752.387779561024,10.745648559370078,95,4000.3008226218612,0.0315
2021,NE,TSN,estimated total solar,,85.54767,,,,,25.42,,,0,,0.0
2021,NE,PET,petroleum,0.0,55.13041,0.0,0.77948,13.1,16.5,237.61840334581225,14138.839163358301,24.13210844665674,73,299290.35535922914,0.000793939393939394
2021,NJ,TSN,estimated total solar,,4042.64372,,,,,43.12,,,0,,0.0
2021,UT,COW,all coal products,12.01,26375.56481,0.6,268.43321,533.3,26.5,20.219472221417803,10177.344520721941,33.525444609376024,95,1004.7178208655014,0.02012452830188679
2021,IA,NG,natural gas,0.0,6463.64391,0.0,64.54903,188.1,19.8,29.10123184678965,9986.476807630945,34.166203614399784,53,3063.2875628199636,0.009499999999999998
2021,NM,COW,all coal products,21.33,12536.31904,0.75,131.83393,344.7,12.8,27.496109416181543,10516.159454729384,32.44530491086779,95,1021.033363873292,0.026929687499999997
2021,TN,NUC,nuclear,0.0,35330.407,0.0,368.55698,269.0,,7.613838130990112,10431.721887608031,32.70792719323888,0,,0.0
2021,TN,COW,all coal products,7.96,18259.79637,2.11,210.1313,377.6,21.6,20.679310565608457,11507.866557878817,29.649283669039306,95,1182.9266637106534,0.01748148148148148
2021,MN,COW,all coal products,5.45,15764.27457,0.31,175.34985,353.0,17.2,22.39240368673685,11123.242571129615,30.67450860827084,95,1091.0746272291044,0.020523255813953485
2020,TX,COW,all coal products,8.54,78825.27459,0.51,866.71697,1766.3,83.6,22.40778746648449,10995.419610120258,31.03110314098038,95,1060.5735334870085,0.021127990430622013
2020,WI,NUC,nuclear,0.0,9771.333,0.0,102.07113,63.3,,6.478133536130638,10445.978046188786,32.66328901815822,0,,0.0
2020,IL,PET,petroleum,0.0,30.31227,0.0,0.44402,4.7,69.9,155.0527228742684,14648.193619283544,23.292974469618486,73,2305996.878491779,6.723891273247496e-05
2020,IL,NG,natural gas,0.0,24516.13774,0.0,257.01519,547.0,60.7,22.31183418045195,10483.510605369931,32.546349485756075,53,2475.920173223827,0.00901153212520593
2020,NH,NG,natural gas,0.0,3638.01203,0.0,27.34421,85.1,2.8,23.391896260442,7516.2505716068235,45.39497409638091,53,769.6511108018519,0.03039285714285714
2020,CO,NG,natural gas,0.0,18171.33776,0.0,159.54678,436.5,28.8,24.021346461395588,8780.133972921101,38.860454869173786,53,1584.9135809580596,0.015156249999999998
2020,ME,WNT,onshore wind turbine,0.0,2395.141,0.0,21.01257,,,,8772.999167898675,38.89205885810255,0,,0.0
2020,WV,TSN,estimated total solar,,15.37274,,,,,32.08857142857143,,,0,,0.0
2020,WV,PET,petroleum,0.0,142.4075,0.0,1.48874,18.0,11.5,126.3978371925636,10454.084230114284,32.6379616319841,73,80754.17376191563,0.001565217391304348
2020,AK,COW,all coal products,9.43,721.78894,0.15,15.36798,39.4,1.8,54.58659424734327,21291.514940641784,16.025163120201878,95,2493.803798101977,0.02188888888888889
2020,ND,PET,petroleum,0.0,30.70179,0.0,0.36405,3.8,11.3,123.771284996738,11857.614816595385,28.774758269468474,73,368056.7159113524,0.000336283185840708
2020,MN,WNT,onshore wind turbine,0.0,11831.13671,0.0,103.79456,,,22.833333333333336,8772.999800794289,38.892056052378855,0,,0.0
2020,KY,NG,natural gas,0.0,14384.4953,0.0,112.5515,307.3,18.0,21.363279947680887,7824.501148816809,43.606613828869456,53,1251.347344803957,0.01707222222222222
2020,KY,COW,all coal products,8.76,43638.31323,2.57,466.76785,865.8,46.2,19.84036356851642,10696.285338524758,31.89892464546562,95,1058.7026990823038,0.01874025974025974
2020,MI,PET,petroleum,0.26,933.67172,5.5,17.09004,22.6,51.7,24.20550983379897,18304.12085309813,18.6406111901435,73,55372.78134546048,0.000437137330754352
2020,LA,NUC,nuclear,0.0,16949.587,0.0,177.05502,98.1,,5.787751642562146,10445.978418235205,32.66328785481485,0,,0.0
2020,LA,COW,all coal products,6.57,3918.42413,0.67,45.37761,217.3,4.7,55.4559671926071,11580.576398706487,29.463127589928163,95,1199.46178465372,0.04623404255319149
2020,MS,TSN,estimated total solar,,445.07813,,,,,30.13975,,,0,,0.0
2020,MS,NUC,nuclear,0.0,6470.934,0.0,67.71611,25.6,,3.9561522339742607,10464.65780674011,32.60498396614926,0,,0.0
2020,NM,COW,all coal products,21.72,12788.18425,0.78,137.41155,349.3,13.3,27.314276457973303,10745.196293211055,31.7537242400657,95,1040.0225505039937,0.02626315789473684
2020,NE,WNT,onshore wind turbine,0.0,9115.34229,0.0,79.96889,,,15.0,8772.999132213607,38.89205901629997,0,,0.0
2020,NJ,PET,petroleum,0.0,66.5922,0.0,0.42412,1.9,46.5,28.531870098900463,6368.914077024035,53.57271206262379,73,698279.9787362482,4.086021505376344e-05
2020,MS,COW,all coal products,9.74,4593.52454,0.49,51.94037,136.2,5.2,29.650434827109905,11307.30217019805,30.17519076294605,95,1132.0283487589684,0.026192307692307695
2020,FL,COW,all coal products,8.3,16597.72817,2.64,176.46772,436.3,17.3,26.286730059153637,10632.040613784797,32.091675755792615,95,1042.3113225380653,0.025219653179190754
2020,VT,PET,petroleum,0.0,1.75715,0.0,0.03457,0.3,4.7,170.73101328856387,19673.903764618844,17.3427706103558,73,2674785.874854167,6.382978723404256e-05
2020,TX,TSN,estimated total solar,,10151.12009,,,,,32.802,,,0,,0.0
2020,TX,NUC,nuclear,0.0,41438.705,0.0,432.86781,268.6,,6.481862789872415,10445.97822253374,32.663288466749236,0,,0.0
2020,UT,PET,petroleum,0.0,39.55503,0.0,0.41186,5.2,19.9,131.46242083497344,10412.329354825417,32.76884435487787,73,503096.572041533,0.00026130653266331655
2020,UT,NG,natural gas,0.0,9460.15007,0.0,77.79095,176.8,14.0,18.68892128473391,8223.014373386151,41.49329972039163,53,1479.8919569359432,0.012628571428571428
2020,AZ,WNT,onshore wind turbine,0.0,644.16,0.0,5.65121,,,37.8,8772.991182314952,38.89209425945948,0,,0.0
2020,VT,WNT,onshore wind turbine,0.0,383.586,0.0,3.3652,,,,8773.000057353502,38.89205491501247,0,,0.0
2020,NH,TSN,estimated total solar,,160.78386,,,,,44.66,,,0,,0.0
2020,WY,COW,all coal products,6.84,33359.10357,0.42,380.80199,618.4,37.2,18.53766839694488,11415.23450115899,29.889880927576034,95,1115.1378789882751,0.016623655913978498
2020,OH,PET,petroleum,0.0,1174.40453,0.0,20.1634,33.1,67.4,28.18449618888987,17169.041403476192,19.87297904301854,73,57390.78680154615,0.0004910979228486646
2020,KY,PET,petroleum,0.0,57.21689,0.0,0.96732,10.8,36.7,188.75545315378028,16906.196754140256,20.181948960013234,73,641418.9935873831,0.0002942779291553133
2020,MA,NG,natural gas,0.0,14177.40602,0.0,125.94093,349.8,21.1,24.673060749373956,8883.213884284312,38.40952209916188,53,1488.2835386271881,0.016578199052132703
2020,CO,PET,petroleum,0.0,-188.63227,0.0,0.11002,1.3,29.9,,-583.2512114708686,-584.9966417378658,73,-158509.46394272835,0.0
2020,CA,WNT,onshore wind turbine,0.0,13583.089,0.0,119.16444,,,39.0,8773.000014945053,38.892055103015636,0,,0.0
2020,NE,TSN,estimated total solar,,73.99099,,,,,,,,0,,0.0
2020,NE,PET,petroleum,0.0,14.03375,0.0,0.21698,2.7,15.9,192.3933374899795,15461.298655028057,22.068003963498942,73,1132982.9874409905,0.00016981132075471697
2020,HI,PET,petroleum,0.0,6149.20534,0.47,64.49877,581.0,13.4,94.4837532454234,10488.960188146844,32.52943989486932,73,2179.1433622868735,0.04335820895522388
2020,MS,NG,natural gas,0.0,53661.60278,0.0,412.00243,918.6,32.0,17.118385445288407,7677.788374848091,44.43988077579057,53,596.3295604716188,0.02870625
2020,NE,NUC,nuclear,0.0,6188.551,0.0,64.64547,41.9,,6.770567132758541,10445.978388155805,32.66328794886943,0,,0.0
2020,NM,TSN,estimated total solar,,2113.80621,,,,,23.47,,,0,,0.0
2020,NJ,COW,all coal products,7.72,916.71816,1.69,12.14409,34.2,1.2,37.30699520559296,13247.354017727761,25.75608680370452,95,1309.0173756348406,0.028500000000000004
2020,IA,COW,all coal products,4.9,14146.83452,0.33,181.62884,215.5,17.5,15.233089755544832,12838.832584294625,26.57562498457844,95,1237.0258502182578,0.012314285714285713
2020,CT,COW,all coal products,0.0,-19.08163,0.0,0.06672,0.2,0.0,,-3496.55663588488,-97.58171696642685,95,-0.0,0.0
2020,AL,NG,natural gas,0.0,55224.99865,0.0,446.78025,1005.1,37.3,18.20009098361472,8090.181275178718,42.174580320817675,53,675.4187580229121,0.026946380697050944
2020,OR,COW,all coal products,4.59,1630.14477,0.25,16.97583,37.0,1.7,22.69737061451297,10413.694729701829,32.76454792042569,95,1042.8521633695148,0.021764705882352943
2020,OK,WNT,onshore wind turbine,0.0,29416.97729,0.0,258.07513,,,15.0,8772.999600055102,38.89205694228654,0,,0.0
2020,NH,WNT,onshore wind turbine,0.0,524.87224,0.0,4.60471,,,,8773.011123621245,38.89200585661203,0,,0.0
2020,SD,PET,petroleum,0.0,7.39353,0.0,0.11025,0.9,8.1,121.72805141792892,14911.686298696293,22.88138263945578,73,1095552.4627613602,0.00011111111111111112
2020,IL,COW,all coal products,10.43,31237.85745,1.37,360.11927,502.6,37.4,16.089451743112427,11528.296093175239,29.59674155159761,95,1197.2652112861217,0.01343850267379679
2020,WI,PET,petroleum,0.49,105.25881,5.65,1.61313,5.2,33.0,49.40204055128497,15325.368014325832,22.263739420877425,73,313512.9496523854,0.00015757575757575757
2020,CA,PET,petroleum,0.0,43.91534,0.0,0.52429,4.9,184.7,111.57832320095892,11938.65287163893,28.57943887543154,73,4205819.652085125,2.652950730914997e-05
2020,CA,NUC,nuclear,0.0,16258.698,0.0,169.83801,110.5,,6.796362168729624,10445.978515622837,32.66328755029572,0,,0.0
2020,OH,WNT,onshore wind turbine,0.0,2289.139,0.0,20.08262,,,31.5,8773.001552111951,38.89204828852012,0,,0.0
2020,OH,TSN,estimated total solar,,400.46761,,,,,32.08857142857143,,,0,,0.0
2020,OH,NUC,nuclear,0.0,18219.025,0.0,190.31554,121.2,,6.652386722121519,10445.978311133555,32.663288189708524,0,,0.0
2020,UT,COW,all coal products,12.11,22806.02092,0.54,237.17929,483.3,23.4,21.19177219451573,10399.85409256566,32.8081525916702,95,1026.0448362335362,0.020653846153846155
2020,SD,NG,natural gas,0.0,1102.46586,0.0,10.63042,23.0,4.7,20.862324026977124,9642.402894906878,35.38537060925156,53,4263.1705620344555,0.004893617021276596
2020,SC,TSN,estimated total solar,,2092.46967,,,,,27.4775,,,0,,0.0
2020,SC,PET,petroleum,0.0,64.14947,1.05,0.98525,7.6,32.2,118.47330928844777,15358.661575847784,22.215477456483125,73,501952.7051431603,0.00023602484472049688
2020,SC,NUC,nuclear,0.0,54751.088,0.0,571.92868,350.5,,6.401699268514993,10445.978352064894,32.66328806172126,0,,0.0
2020,MD,PET,petroleum,0.0,70.37895,0.0,1.04513,11.7,27.5,166.2428893866703,14850.036836298352,22.976373982184036,73,390741.8340284986,0.0004254545454545454
2020,MD,NUC,nuclear,0.0,15080.557,0.0,157.53117,97.7,,6.478540547275542,10445.978222157179,32.6632884679267,0,,0.0
2020,VT,TSN,estimated total solar,,356.73521,,,,,44.66,,,0,,0.0
2020,OR,TSN,estimated total solar,,1335.22913,,,,,23.47,,,0,,0.0
2020,DC,NG,natural gas,0.0,133.53607,0.0,2.03326,0.0,1.5,0.0,15226.298033183093,22.40859854814436,53,11232.920064219352,0.0
2020,OR,NG,natural gas,0.0,19019.91336,0.0,144.60265,276.9,14.8,14.55842593806642,7602.697618176742,44.87880712028445,53,778.1318305647634,0.018709459459459465
2020,WI,TSN,estimated total solar,,222.51422,,,,,32.802,,,0,,0.0
2020,MN,NUC,nuclear,0.0,14677.288,0.0,153.31863,123.5,,8.414361018193551,10445.978167083727,32.6632886401346,0,,0.0
2020,MN,NG,natural gas,0.0,11814.9943,0.0,100.45795,240.3,25.9,20.33856249934881,8502.58133429654,40.12898984261574,53,2192.1297075869093,0.009277992277992276
2020,IL,WNT,onshore wind turbine,0.0,16225.93984,0.0,142.35016,,,31.083333333333336,8772.99937037114,38.8920579605109,0,,0.0
2020,FL,TSN,estimated total solar,,7626.98194,,,,,27.4775,,,0,,0.0
2020,OK,NG,natural gas,0.0,43758.89077,0.0,359.60993,805.8,44.0,18.414543554939385,8217.985503566275,41.518690906905704,53,1005.5099483957966,0.018313636363636365
2020,NJ,NG,natural gas,0.0,30630.98231,0.0,243.39613,418.4,35.8,13.659372584450429,7946.076542264178,42.939430319504254,53,1168.751287101638,0.011687150837988828
2020,NY,NG,natural gas,0.0,52965.59346,0.0,465.00769,927.2,68.9,17.505703975548357,8779.429429997366,38.863573392844316,53,1300.8444822209683,0.013457184325108854
2020,NY,TSN,estimated total solar,,3130.39298,,,,,122.5,,,0,,0.0
2020,NV,PET,petroleum,0.0,6.26478,0.0,0.07596,1.1,17.1,175.58477711906883,12124.926972694971,28.140375671406005,73,2729545.171578252,6.432748538011695e-05
2020,NV,COW,all coal products,7.42,1953.20122,0.35,21.87908,51.2,2.7,26.213377032398128,11201.651819570336,30.45979338546228,95,1382.34605444287,0.018962962962962966
2020,OR,WNT,onshore wind turbine,0.0,8777.254,0.0,77.00286,,,37.8,8773.00121427499,38.89204978620274,0,,0.0
2020,OR,PET,petroleum,0.0,2.33899,0.0,0.0251,0.3,20.2,128.2604885014472,10731.127537954417,31.795354103585655,73,8636206.225764113,1.4851485148514851e-05
2020,CT,NG,natural gas,0.0,23536.81288,0.0,175.24408,391.5,15.7,16.633517970169628,7445.531427447877,45.826144624434676,53,667.0401842443504,0.024936305732484076
2020,IL,NUC,nuclear,0.0,100246.068,0.0,1047.16825,666.8,,6.651632461035779,10445.978290141016,32.663288255349606,0,,0.0
2020,DC,PET,petroleum,0.0,0.02052,0.0,0.00028,0.0,0.9,0.0,13645.224171539961,25.005085714285713,73,43859649.12280702,0.0
2020,NJ,NUC,nuclear,0.0,26738.258,0.0,279.33743,176.3,,6.59354846527399,10447.106539251734,32.65976074026313,0,,0.0
2020,WI,WNT,onshore wind turbine,0.0,1763.375,0.0,15.4701,,,30.666666666666668,8773.006308924647,38.89202720085843,0,,0.0
2020,GA,COW,all coal products,6.8,13913.93452,1.5,152.33351,393.8,14.7,28.30256240130703,10948.269864360407,31.16474148218603,95,1056.4948382407651,0.026789115646258504
2020,FL,NG,natural gas,0.0,189420.46237,0.0,1435.83497,4447.9,85.4,23.48162360258523,7580.147107841736,45.012319041542774,53,450.8488625330558,0.0520831381733021
2020,DE,TSN,estimated total solar,,182.60627,,,,,32.08857142857143,,,0,,0.0
2020,DE,NG,natural gas,0.0,4818.09381,0.0,46.77288,52.0,4.6,10.792649967103898,9707.75618833374,35.147153820162465,53,954.7344201668833,0.011304347826086957
2020,ND,COW,all coal products,9.86,24496.80711,0.78,281.07951,445.3,34.8,18.177879182394392,11474.128393053259,29.736463486548704,95,1420.593297883056,0.012795977011494252
2020,NJ,WNT,onshore wind turbine,0.0,20.014,0.0,0.17558,,,31.5,8772.858998700909,38.89268025971068,0,,0.0
2020,NC,NUC,nuclear,0.0,42328.762,0.0,442.16533,263.5,,6.225081659605353,10445.978316115175,32.66328817413161,0,,0.0
2020,NC,NG,natural gas,0.0,41401.32109,0.0,324.11654,1016.3,29.2,24.54752585770688,7828.65211705253,43.58349239414933,53,705.2915035373815,0.03480479452054795
2020,TN,WNT,onshore wind turbine,0.0,39.185,0.0,0.34377,,,31.5,8772.999872400153,38.89205573493906,0,,0.0
2020,ID,TSN,estimated total solar,,652.73494,,,,,23.47,,,0,,0.0
2020,ID,NG,natural gas,0.0,4157.09842,0.0,39.75056,81.7,6.8,19.6531310413382,9562.092590533373,35.68256600420221,53,1635.756316782127,0.01201470588235294
2020,NV,NG,natural gas,0.0,26801.32126,0.0,214.54353,558.8,16.4,20.84971836198197,8004.960946466413,42.623568344904186,53,611.9101308813608,0.034073170731707306
2020,PA,COW,all coal products,19.07,23458.27098,2.46,258.15085,442.0,35.4,18.841968377671115,11004.683602644614,31.004980453777314,95,1509.0626257229808,0.01248587570621469
2020,AR,PET,petroleum,0.0,44.17149,0.0,0.53792,5.2,21.5,117.72299281731271,12177.990826209394,28.01775800862582,73,486739.2972254276,0.00024186046511627906
2020,ME,TSN,estimated total solar,,116.75891,,,,,44.66,,,0,,0.0
2020,PA,WNT,onshore wind turbine,0.0,3748.207,0.0,32.88302,,,31.5,8772.999997065264,38.892055182279485,0,,0.0
2020,PA,NG,natural gas,0.0,120766.85996,0.0,884.81205,1401.1,93.3,11.601692719874208,7326.613031862089,46.569949650156786,53,772.5629368098377,0.015017148981779208
2020,CO,WNT,onshore wind turbine,0.0,13386.228,0.0,117.43737,,,37.8,8772.999384143166,38.89205789945739,0,,0.0
2020,FL,NUC,nuclear,0.0,29419.352,0.0,307.31391,167.0,,5.676535635455193,10445.978211892634,32.66328850002267,0,,0.0
2020,DE,COW,all coal products,0.0,102.27417,0.0,1.95604,4.7,0.2,45.95490728499679,19125.454648030875,17.840098773031226,95,1955.5279695743316,0.0235
2020,WI,COW,all coal products,4.96,23761.09713,0.36,245.70773,463.3,23.9,19.498257907251777,10340.756937935214,32.995650323072866,95,1005.8458104539553,0.019384937238493723
2020,KS,WNT,onshore wind turbine,0.0,23963.744,0.0,210.23393,,,15.0,8773.000162245098,38.89205445001195,0,,0.0
2020,KS,PET,petroleum,0.0,74.85656,0.0,1.02379,10.6,23.3,141.60415600182537,13676.690459727244,24.94755591674074,73,311261.96555118216,0.0004549356223175966
2020,CT,WNT,onshore wind turbine,0.0,12.184,0.0,0.10689,,,,8772.980958634274,38.89213958274862,0,,0.0
2020,HI,WNT,onshore wind turbine,0.0,592.23773,0.0,5.1957,,,,8772.997289449962,38.8920671855573,0,,0.0
2020,IN,COW,all coal products,8.85,47772.88493,2.75,524.85138,1092.4,63.7,22.86652777199152,10986.386540587762,31.056617090567624,95,1333.3923645879345,0.01714913657770801
2020,AL,NUC,nuclear,0.0,43550.647,0.0,454.92911,306.0,,7.026302043227968,10445.978219336213,32.66328847674751,0,,0.0
2020,AK,TSN,estimated total solar,,6.72397,,,,,,,,0,,0.0
2020,AK,PET,petroleum,0.0,985.80196,0.0,9.66427,68.0,15.1,68.97937188114335,9803.459916026135,34.80403887225833,73,15317.47816772448,0.004503311258278146
2020,VT,NG,natural gas,0.0,2.02087,0.0,0.10674,0.0,0.7,0.0,52818.83545205778,6.459816788457935,53,346385.46764512314,0.0
2020,VA,NG,natural gas,0.0,62623.07016,0.0,500.7104,1119.6,39.3,17.878395248579423,7995.622040259292,42.673352777557646,53,627.5642490792885,0.02848854961832061
2020,VA,COW,all coal products,15.87,3762.79507,1.4,44.46974,98.8,7.1,26.25707702970919,11818.273164687651,28.870546081087955,95,1886.8952116491423,0.013915492957746477
2020,FL,PET,petroleum,0.41,1702.03681,5.25,18.61305,55.3,104.3,32.49048415116239,10935.750561117418,31.20041903782561,73,61279.520740799955,0.0005302013422818792
2020,NM,PET,petroleum,0.0,32.51667,0.0,0.38065,5.1,16.5,156.8426287193615,11706.303259220578,29.14669067122028,73,507432.0340920519,0.0003090909090909091
2020,NM,NG,natural gas,0.0,12001.90769,0.0,103.89003,164.7,15.2,13.72281842637635,8656.126399519075,39.417169326334786,53,1266.465331395996,0.010835526315789473
2020,NY,WNT,onshore wind turbine,0.0,4521.726,0.0,39.66911,,,59.0,8773.001725447319,38.892047520098124,0,,0.0
2020,MT,WNT,onshore wind turbine,0.0,3058.58,0.0,26.83292,,,27.822222222222223,8772.999234939089,38.89205856090206,0,,0.0
2020,MT,PET,petroleum,0.0,457.21054,0.0,7.80266,13.5,12.2,29.52687836111565,17065.792052825378,19.993212090235897,73,26683.549333748957,0.0011065573770491803
2020,KY,TSN,estimated total solar,,93.73462,,,,,32.44528571428572,,,0,,0.0
2020,MD,TSN,estimated total solar,,1521.63344,,,,,32.08857142857143,,,0,,0.0
2020,ND,TSN,estimated total solar,,0.81583,,,,,32.802,,,0,,0.0
2020,NE,COW,all coal products,4.69,18788.64747,0.24,209.43939,245.8,20.5,13.082367977390126,11147.124365094067,30.608791005187708,95,1091.0843919304214,0.011990243902439024
2020,DE,PET,petroleum,0.0,8.0614,0.0,0.13028,1.4,7.3,173.66710496936014,16160.96459672017,21.11260116671784,73,905549.9044830923,0.0001917808219178082
2020,MN,TSN,estimated total solar,,1773.38214,,,,,32.802,,,0,,0.0
2020,IN,PET,petroleum,0.0,113.47343,0.0,1.3404,13.5,44.7,118.9705819238918,11812.456889687744,28.884761501044466,73,393924.81570355286,0.0003020134228187919
2020,PA,TSN,estimated total solar,,729.02956,,,,,32.08857142857143,,,0,,0.0
2020,NC,WNT,onshore wind turbine,0.0,546.267,0.0,4.7924,,,31.5,8772.999284232801,38.89205834237543,0,,0.0
2020,NC,COW,all coal products,9.28,20793.28877,1.6,222.38816,542.8,21.4,26.104576625855227,10695.189320933958,31.902193571474307,95,1029.1782236427816,0.025364485981308412
2020,MT,COW,all coal products,9.23,8490.28403,0.69,96.98796,216.4,9.5,25.48795767436769,11423.405819793285,29.86850028638607,95,1118.9260531723342,0.022778947368421044
2020,MA,WNT,onshore wind turbine,0.0,238.27483,0.0,2.09038,,,,8772.97866501468,38.892149750763025,0,,0.0
2020,CT,TSN,estimated total solar,,948.83825,,,,,44.66,,,0,,0.0
2020,GA,TSN,estimated total solar,,4109.26607,,,,,27.4775,,,0,,0.0
2020,GA,PET,petroleum,0.0,206.52143,2.1,6.5027,6.5,60.5,31.473731321732565,31486.80502551236,10.836285222446062,73,292947.80691766465,0.00010743801652892562
2020,OK,PET,petroleum,0.0,26.45243,0.0,0.31249,2.5,33.0,94.50927570737358,11813.281426318868,28.882745419053407,73,1247522.439337331,7.575757575757576e-05
2020,AZ,COW,all coal products,10.46,13747.25305,0.67,150.3124,322.0,15.0,23.42286119480429,10933.995282788515,31.205427766837595,95,1091.1270742921256,0.02146666666666666
2020,PA,NUC,nuclear,0.0,76521.394,0.0,799.34082,513.3,,6.707927981552452,10445.978284190693,32.66328827395553,0,,0.0
2020,SC,COW,all coal products,8.97,12459.09319,1.74,134.43155,419.0,13.1,33.630055864442895,10789.83421585596,31.622357969003556,95,1051.4408874085964,0.031984732824427486
2020,VA,NUC,nuclear,0.0,30140.054,0.0,314.84235,178.7,,5.928987386684842,10445.97829851267,32.66328822917248,0,,0.0
2020,MI,WNT,onshore wind turbine,0.0,6735.092,0.0,59.08697,,,31.083333333333336,8773.001170585347,38.89204997988558,0,,0.0
2020,MI,COW,all coal products,5.14,27961.02937,0.57,304.55481,614.1,31.9,21.96271073835648,10892.11723824315,31.325406487732042,95,1140.873591521856,0.01925078369905956
2020,CT,PET,petroleum,0.0,32.5869,0.0,0.8136,4.9,17.7,150.36717208448792,24967.088001620283,13.665991002949854,73,543163.0501827421,0.0002768361581920904
2020,CT,NUC,nuclear,0.0,15714.855,0.0,164.15703,101.8,,6.477947139824071,10445.97802525063,32.66328908362925,0,,0.0
2020,MO,NUC,nuclear,0.0,7742.12,0.0,80.88673,68.1,,8.796040361038061,10447.620290049754,32.65815473069563,0,,0.0
2020,RI,WNT,onshore wind turbine,0.0,94.506,0.0,0.82911,,,,8773.093771824011,38.89163946882802,0,,0.0
2020,IA,PET,petroleum,0.59,111.11059,5.89,4.04578,7.3,25.2,65.70030813444515,36412.19077317472,9.370488090800787,73,226801.06369698874,0.0002896825396825397
2020,ME,PET,petroleum,0.0,36.91358,0.87,0.9029,4.5,10.8,121.90635533047728,24459.832939530654,13.94940026138,73,292575.2527931455,0.00041666666666666664
2020,ME,COW,all coal products,6.07,55.48017,0.59,1.65874,4.1,0.2,73.90027824355981,29897.88964237132,11.412176714855853,95,3604.8916216370644,0.020499999999999997
